Text,Date,Time,Draft,Brand name,Facebook,Instagram,Picture URL 1,Alt text picture 1,Instagram Post Type,Facebook Post Type,Facebook Title,Facebook First Comment Text
"Small Closet Organization Ideas for Rental Apartments

No-drill closet organization for Canadian renters — slim hangers, over-door racks, and stackable bins that fit tiny apartment closets without losing your deposit.

Read the full guide: https://smallspacehome.ca/blog/small-closet-organization-rental-apartment",2026-09-03,21:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-closet-organization-rental-apartment-fb.png,Small Closet Organization Ideas for Rental Apartments,,POST,Small Closet Organization Ideas for Rental Apartments,
"Small Entryway & Hallway Storage Ideas for Apartments

No-drill entryway storage ideas for small Canadian rentals: freestanding shoe racks, tension-rod coat racks, drop zones, and slim console tables.

Save this post for later. Full guide — link in bio.

#entrywaystorage #entrywayorganization #smallhallwaystorage #hallwaystorage #renterfriendly #canada #smallapartment #smallspaceliving #apartmenttherapy #canadianhomes",2026-09-04,19:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-entryway-hallway-storage-ideas-ig.png,Small Entryway & Hallway Storage Ideas for Apartments,POST,,,
"Small Entryway & Hallway Storage Ideas for Apartments

No-drill entryway storage ideas for small Canadian rentals: freestanding shoe racks, tension-rod coat racks, drop zones, and slim console tables.

Read the full guide: https://smallspacehome.ca/blog/small-entryway-hallway-storage-ideas",2026-09-04,19:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-entryway-hallway-storage-ideas-fb.png,Small Entryway & Hallway Storage Ideas for Apartments,,POST,Small Entryway & Hallway Storage Ideas for Apartments,
"Small Living Room Storage — Furniture That Hides Clutter

Small living room storage ideas that use furniture, not walls — storage ottomans, coffee tables with shelves, and TV consoles that hide the clutter.

Save this post for later. Full guide — link in bio.

#smalllivingroomstorageideasapartment #livingroomstorageideas #hiddenstoragefurnituresmallapartment #ottomanstoragesmalllivingroom #renterfriendly #canada #smallspaceliving #apartmenttherapy #canadianhomes #smallspacehome",2026-09-04,21:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-living-room-storage-solutions-ig.png,Small Living Room Storage: Furniture That Hides Clutter,POST,,,
"Small Living Room Storage: Furniture That Hides Clutter

Small living room storage ideas that use furniture, not walls — storage ottomans, coffee tables with shelves, and TV consoles that hide the clutter.

Read the full guide: https://smallspacehome.ca/blog/small-living-room-storage-solutions",2026-09-04,21:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-living-room-storage-solutions-fb.png,Small Living Room Storage: Furniture That Hides Clutter,,POST,Small Living Room Storage: Furniture That Hides Clutter,
"14 Small Space Decorating Rules for Renters

14 small space decorating rules for Canadian renters — principles that work in any room to make compact spaces feel larger, lighter, and more livable.

Save this post for later. Full guide — link in bio.

#smallspacedecorating #smallspacedecoratingideas #decoratingtipssmallapartment #apartmentdecor #canada #renterfriendly #smallspace #smallspaceliving #apartmenttherapy #canadianhomes",2026-09-05,19:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-space-decorating-ig.png,14 Small Space Decorating Rules for Renters,POST,,,
"14 Small Space Decorating Rules for Renters

14 small space decorating rules for Canadian renters — principles that work in any room to make compact spaces feel larger, lighter, and more livable.

Read the full guide: https://smallspacehome.ca/blog/small-space-decorating",2026-09-05,19:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-space-decorating-fb.png,14 Small Space Decorating Rules for Renters,,POST,14 Small Space Decorating Rules for Renters,
"Small Space Furniture for Apartments

Small space furniture for Canadian apartment renters — what to buy, skip, and exact CAD prices from IKEA, Wayfair, and Amazon Canada.

Save this post for later. Full guide — link in bio.

#smallspacefurniture #spacesavingfurniture #apartmentsizefurniture #furnitureforsmallspaces #apartmentfurniture #canada #ikea #smallapartment #smallspaceliving #apartmenttherapy",2026-09-05,21:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-space-furniture-ig.png,Small Space Furniture for Apartments,POST,,,
"Small Space Furniture for Apartments

Small space furniture for Canadian apartment renters — what to buy, skip, and exact CAD prices from IKEA, Wayfair, and Amazon Canada.

Read the full guide: https://smallspacehome.ca/blog/small-space-furniture",2026-09-05,21:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-space-furniture-fb.png,Small Space Furniture for Apartments,,POST,Small Space Furniture for Apartments,
"14 Small Kitchen Organization Ideas

14 kitchen organization ideas for small Canadian apartments — pantry, counters, cabinets, and drawers. Renter-friendly, with real CAD prices.

Save this post for later. Full guide — link in bio.

#kitchenorganization #smallkitchenstorageideas #smallkitchenstoragesolutions #smallkitchen #canada #apartmentkitchen #pantry #fridgeorganization #smallspaceliving #apartmenttherapy",2026-09-06,19:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-space-kitchen-organization-ig.png,14 Small Kitchen Organization Ideas,POST,,,
"14 Small Kitchen Organization Ideas

14 kitchen organization ideas for small Canadian apartments — pantry, counters, cabinets, and drawers. Renter-friendly, with real CAD prices.

Read the full guide: https://smallspacehome.ca/blog/small-space-kitchen-organization",2026-09-06,19:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-space-kitchen-organization-fb.png,14 Small Kitchen Organization Ideas,,POST,14 Small Kitchen Organization Ideas,
"15 Small Space Living Room Ideas

15 practical small living room ideas tested in a real Canadian apartment — renter-friendly, budget-conscious, and built for tight square footage.

Save this post for later. Full guide — link in bio.

#smallspacelivingroom #smallspaceliving #smalllivingroomideas #livingroomdecorsmallspace #apartmentdecor #smallspaceideas #renterfriendly #canada #apartmenttherapy #canadianhomes",2026-09-06,21:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-space-living-room-ideas-ig.png,15 Small Space Living Room Ideas,POST,,,
"15 Small Space Living Room Ideas

15 practical small living room ideas tested in a real Canadian apartment — renter-friendly, budget-conscious, and built for tight square footage.

Read the full guide: https://smallspacehome.ca/blog/small-space-living-room-ideas",2026-09-06,21:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/small-space-living-room-ideas-fb.png,15 Small Space Living Room Ideas,,POST,15 Small Space Living Room Ideas,
"Spring Cleaning Tips for Apartments

Spring cleaning and organization guide for Canadian renters — a room-by-room checklist, declutter strategies, and storage updates for a fresh start.

Save this post for later. Full guide — link in bio.

#springcleaning #springcleaningchecklist #springorganizationapartment #organization #canada #declutter #apartmentcleaning #naturalcleaning #smallspaceliving #apartmenttherapy",2026-09-07,19:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/spring-cleaning-organization-tips-ig.png,Spring Cleaning Tips for Apartments,POST,,,
"Spring Cleaning Tips for Apartments

Spring cleaning and organization guide for Canadian renters — a room-by-room checklist, declutter strategies, and storage updates for a fresh start.

Read the full guide: https://smallspacehome.ca/blog/spring-cleaning-organization-tips",2026-09-07,19:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/spring-cleaning-organization-tips-fb.png,Spring Cleaning Tips for Apartments,,POST,Spring Cleaning Tips for Apartments,
"23 Small Apartment Storage Ideas

Out of storage in your Canadian apartment? These 23 renter-friendly storage ideas use vertical space, hidden nooks, and smart furniture — no drilling.

Save this post for later. Full guide — link in bio.

#smallapartmentstorage #smallapartmentstorageideas #storagesolutionsforsmallspaces #renterfriendly #canada #storagesolutions #ikea #smallspaceliving #apartmenttherapy #canadianhomes",2026-09-07,21:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/storage-ideas-for-small-places-ig.png,23 Small Apartment Storage Ideas,POST,,,
"23 Small Apartment Storage Ideas

Out of storage in your Canadian apartment? These 23 renter-friendly storage ideas use vertical space, hidden nooks, and smart furniture — no drilling.

Read the full guide: https://smallspacehome.ca/blog/storage-ideas-for-small-places",2026-09-07,21:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/storage-ideas-for-small-places-fb.png,23 Small Apartment Storage Ideas,,POST,23 Small Apartment Storage Ideas,
"Studio Apartment Ideas for Renters That Work

Studio apartment ideas for Canadian renters — how to define zones, maximize storage, and make a one-room space feel like a proper home. All renter-friendly.

Save this post for later. Full guide — link in bio.

#studioapartment #studioapartmentorganization #studiolivingtips #smallspace #canada #apartmentideas #organization #smallspaceliving #apartmenttherapy #renterfriendly",2026-09-08,19:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/studio-apartment-ideas-ig.png,Studio Apartment Ideas for Renters That Work,POST,,,
"Studio Apartment Ideas for Renters That Work

Studio apartment ideas for Canadian renters — how to define zones, maximize storage, and make a one-room space feel like a proper home. All renter-friendly.

Read the full guide: https://smallspacehome.ca/blog/studio-apartment-ideas",2026-09-08,19:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/studio-apartment-ideas-fb.png,Studio Apartment Ideas for Renters That Work,,POST,Studio Apartment Ideas for Renters That Work,
"Under-Bed Storage Ideas for Small Apartments

Under bed storage ideas for small apartments in Canada — bed risers, lidded bins vs. vacuum bags, rolling drawers, and what never to store under a bed.

Save this post for later. Full guide — link in bio.

#underbedstorage #underbedstorageideas #bedrisers #smallapartment #canada #renterfriendly #smallspaceliving #apartmenttherapy #canadianhomes #smallspacehome",2026-09-08,21:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/under-bed-storage-ideas-small-apartment-ig.png,Under-Bed Storage Ideas for Small Apartments,POST,,,
"Under-Bed Storage Ideas for Small Apartments

Under bed storage ideas for small apartments in Canada — bed risers, lidded bins vs. vacuum bags, rolling drawers, and what never to store under a bed.

Read the full guide: https://smallspacehome.ca/blog/under-bed-storage-ideas-small-apartment",2026-09-08,21:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/under-bed-storage-ideas-small-apartment-fb.png,Under-Bed Storage Ideas for Small Apartments,,POST,Under-Bed Storage Ideas for Small Apartments,
"12 Vertical Storage Ideas (No Drilling Required)

Smart vertical storage solutions for small Canadian apartments—renter-friendly, no-wall-damage options from IKEA to HomeSense.

Save this post for later. Full guide — link in bio.

#verticalstorage #verticalstorageideas #wallstoragesmallapartment #renterfriendly #canada #smallspace #wallmounted #smallspaceliving #apartmenttherapy #canadianhomes",2026-09-09,19:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/vertical-storage-ideas-small-apartment-ig.png,12 Vertical Storage Ideas (No Drilling Required),POST,,,
"12 Vertical Storage Ideas (No Drilling Required)

Smart vertical storage solutions for small Canadian apartments—renter-friendly, no-wall-damage options from IKEA to HomeSense.

Read the full guide: https://smallspacehome.ca/blog/vertical-storage-ideas-small-apartment",2026-09-09,19:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/vertical-storage-ideas-small-apartment-fb.png,12 Vertical Storage Ideas (No Drilling Required),,POST,12 Vertical Storage Ideas (No Drilling Required),
"Vibey Apartment Living Room Ideas — Warm, Moody Styling

Vibey apartment living room ideas focused on mood, not layout — warm lighting, texture layering, and curated styling with real CAD prices from IKEA, HomeSense, and Structube.

Save this post for later. Full guide — link in bio.

#vibeyapartmentlivingroom #cozyapartmentaesthetic #warmlightingideas #smallapartmentdecor #moodylivingroom #apartmentstylingcanada #renterfriendly #canada #smallspaceliving #apartmenttherapy",2026-09-09,21:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/vibey-apartment-living-room-ideas-ig.png,"Vibey Apartment Living Room Ideas: Warm, Moody Styling",POST,,,
"Vibey Apartment Living Room Ideas: Warm, Moody Styling

Vibey apartment living room ideas focused on mood, not layout — warm lighting, texture layering, and curated styling with real CAD prices from IKEA, HomeSense, and Structube.

Read the full guide: https://smallspacehome.ca/blog/vibey-apartment-living-room-ideas",2026-09-09,21:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/vibey-apartment-living-room-ideas-fb.png,"Vibey Apartment Living Room Ideas: Warm, Moody Styling",,POST,"Vibey Apartment Living Room Ideas: Warm, Moody Styling",
"7 Warm Earthy Color Palette Ideas for Small Rentals

Warm earthy color palette ideas for small rental apartments, renter-friendly, no-drill, under $200 CAD.

Save this post for later. Full guide — link in bio.

#warmearthycolors #warmcolorpaletteapartment #earthydecorideas #rentalapartmentdecor #canada #smallspace #budgetdecorating #smallspaceliving #apartmenttherapy #renterfriendly",2026-09-10,19:00:00,FALSE,SmallSpaceHome,FALSE,TRUE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/warm-earthy-color-palette-small-apartment-ig.png,7 Warm Earthy Color Palette Ideas for Small Rentals,POST,,,
"7 Warm Earthy Color Palette Ideas for Small Rentals

Warm earthy color palette ideas for small rental apartments, renter-friendly, no-drill, under $200 CAD.

Read the full guide: https://smallspacehome.ca/blog/warm-earthy-color-palette-small-apartment",2026-09-10,19:00:00,FALSE,SmallSpaceHome,TRUE,FALSE,https://raw.githubusercontent.com/badreddineX/SmallSpaceHome.BLOG/f4cc247d2cf7ef09e3bb015c681cb5c881f8e71d/social-posts/2026-08-13/warm-earthy-color-palette-small-apartment-fb.png,7 Warm Earthy Color Palette Ideas for Small Rentals,,POST,7 Warm Earthy Color Palette Ideas for Small Rentals,
